"","f0101","f0102","f04","f05","f06","f07","f0801","f0802","f0803","f0804","f0805","f0806","f0807","f0808","f0809","f0810","f0811","f0812","f0813","f0814","f0815","f0816","f0817","f0818","f0819","f0820","f0821","f0822","f0823","f0824","f0825","f0826","f0827","f0828","f0901","f0902","f0903","f1001","f1002","f1003","f1004","f11","f12","f14","f15","f1603","f1801","f180201","f180202","Mig","f22","f0201new","f0202new","f0203new","f03new","f1601","f1602","f20"
"1544","2","3","3","2","1","2","2","3","2","3","2","3","4","3","3","2","3","3","1","2","3","4","3","3","3","3","4","2","2","3","2","3","2","2","1","1","1","1","1","1","0","1","1","3","2","2","1","1","1","2","3","1","4","3","1",2,0,35
"1545","2","1","7","3","3","4","1","1","2","1","2","2","1","2","3","3","2","3","3","1","1","2","2","2","2","1","1","1","2","1","2","4","2","1","1","0","0","0","1","0","0","2","1","3","6","2","1","1","1","2","3","1","5","1","1",3,1,39
"1546","2","1","11","5","3","4","2","3","1","4","1","1","4","1","4","1","2","1","1",NA,"4","1","4","4","3","4","4","1","3","3","1","1","1","1","1","1","0","1","1","0","0","1","1","3","3","2","1","1","1","2","3","1","5","1","0",2,0,37
"1547","2","1","11","5","3","3","2","2","2","4","3","1","2","3","3","2","2","2","2","3","4","4","1","4","3","2","4","2","2","3","1","2","3","3","1","0","0","1","1","0","0","2","2","3","2","2","1","1","1","2","1","1","5","1","0",2,1,37
"1548","2","1","2","4","1","4","3","2","4","2","2","1","3","1","4","2","2","2","1","2","4","4","4","4","4","1","2","1","1","2","2","2","2","2","1","1","1","1","1","1","0","2","2","3","2","2","1","1","1","2","1","1","5","1","0",4,2,36
"1549","1","1","1","4","1","4","3","3","2","3","4","1","3","4","4","4","2","3","2",NA,"4","4","1","4","2","3","3","3","3","3","1","1","1","1","1","1","0","1","1","1","0","2","1","3","2","2","1","1","1","2","3","1","3","1","0",3,1,39
"1550","2","1","1","4","3","4","2","3","2","4","3","2","4","3","3","3","4","2","1","3","4","2","4","4","4","3","3","2","2","3","3","2","2","2","0","1","0","0","1","0","0","2","1","3","3","2","1","1","1","2","3","1","4","4","1",3,1,36
"1551","2","1",NA,"3","7","5","3","3","2","4","3","1","4","3","4","2","4","2","2","3","4","4","4","4","4","2","3","3","3","3","2","2","4","2","1","1","1","0","1","1","0","2","2","3","2","2","1","1","1","2","3","1","4","2","0",4,2,37
"1552","2","3",NA,"2","3","3","1","4","1","4","2","1","4","1","1","1","1","4","1","4","3","4","4","4","3","1","4","1","3","3","2","1","3","2","1","1","1","0","1","1","0","2","1","3","2","2","1","1","1","2","3","1","2","2","0",2,0,35
"1553","2","1","1","4","1","4","3","3","3","4","3","1","3","3","3","3","2","2","2","2","3","4","4","4","3","3","3","3","2","3","3","3","2","3","1","1","0","1","1","1","0","1","1","3","2","2","1","1","1","2","3","1","5","4","0",3,0,39
"1554","2","3","7","3","5","4","2","3","3","3","3","3","2","3","3","2","3","2","3",NA,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","0","1","0","0","0","1","0","2","1","3","2","2","1","1","1","2","3","1","3","2","0",2,0,36
"1555","2","3","11","4","1","4","2","1","3","4","1","2","4","2","4","4","4","4","1","4","2","4","4","4","4","4","1","2","4","2","1",NA,"1",NA,"1","0","0","1","0","0","0","2","1","3","2","2","1","1","1","2","1","1","5","1","0",7,1,37
"1556","2","1","9","2","3","5","2","2","2","2","4","2","3","3","4","2","2","2","2","2","2","4","2","4","4","4","4","3","4","3","2","2","2","2","1","1","1","1","1","1","0","1","2","3","5","2","1","1","1","2","4","1","5","4","1",2,0,36
"1557","2","3","2","4","1","4","2","3","2","3","4","1","4","3","4","2","1","1","1","2","4","4","4","4","4","2","3","2","3","3","3","2","2","3","1","1","1","0","1","1","0","2","1","3","6","2","1","1","1","2","4","1","5","1","0",3,1,39
"1558","2","1","5","4","3","4","2","2","1","1","2","2","2","2","3","3","3","3","2","1","1","2","2","2","1","1","2","2","1","1","1","1","2","2","1","1","0","0","0","0","1","2","2","3","3","2","1","1","1","2","3","1","5","1","0",4,2,37
"1559","2","1","1","4","1","5","2","3","2","4","3","2","4","3","4","2","3","1","1","2","3","4","4","4","3","2","3","2","2","2","1","3","1","2","1","1","1","1","1","0","0","1","2","3","6","2","1","1","1","2","2","1","4","3","0",2,0,36
"1560","2","3","11","5","3","3","3","3","3","3","3","2","4","3","4","2","4","3","2","4","2","4","4","4","4","2","4","2","4","4","4","3","4","3","1","0","1","1","0","1","0","2","1","3","6","2","1","1","1","2","4","1","4","5","1",3,0,35
"1561","1","4","11","5","3","5","3","2","3","2","2","2","2","3","2","2","1","2","2","3","2","3","3","3","3","1","1","2","1","3","2","2","1","2","1","1","0","0","1","0","0","2","2","3","6","2","1","1","1","2","4","1","5","3","0",2,0,36
"1562","2","3","11","5","7","5","3","3","3","4","4","2","3","4","3","2","1","2","1","2","4","4","4","4","4","3","2","2","3","2","2","2","2","1","1","1","1","1","1","0","0","2","2","3","3","2","1","1","1","2","3","1","5","1","0",4,2,39
"1563","2","3","9","4","1","4","2","4","4","4","2","1","3","3","3","2","3","3","1","2","4","4","4","4","4","2","3","2","2","4","2","2","1","2","1","1","1","1","1","1","0","2","2","3","5","2","1","1","1","2","4","1","4","4","1",2,0,35
"1564","2","1","1","4","1","4","2","4","3","3","3","1","3","3","3","2","3","3","3","2","2","3","3","3","3","3","3","3","3","3","3","3","3","3","1","0","0","1","0","0","0","2","1","3","3","2","1","1","1","2","2","1","4","4","1",2,1,36
"1565","2","3","5","4","7","4","2","4","3","4","4","1","4","4","4","3","1","1","1","1","3","4","4","4","4","4","4","4","4","2","1","2","2","2","0","1","0","0","1","0","0","2","2","3","3","2","1","1","1","2","3","1","5","2","0",3,1,35
"1566","2","3","1","3","1","5","2","2","3","4","3","1","4","2","4","1","4","4","1","2","3","4","4","4","4","2","3","2","3","3","1","2","2","3","1","1","1","1","1","1","0","2","1","3","6","2","1","1","1","2","4","1","5","2","0",3,1,37
"1567","2","1","11","5","7","4","3","3","2","4","3","1","2","2","3","3","2","3","1","3","2","3","4","4","4","2","2","2","2","2","3","1","2","2","1","1","1","1","1","1","0","1","1","3","6","2","2","2","2","1","2","1","1","1","0",3,1,37
"1568","2","3","5","3","1","4","2","4","2","4","2","1","4","4","4","3","1","4","2","2","4","4","4","4","2","2","3","1","1","2","1","2","1","3","1","1","0","1","1","1","0","2","1","3","6","2","1","1","1","2","5","1","5","2","0",2,0,36
"1569","2","1","5","2","1","2","2","4","2","2","3","1","4","2","4","2","1","3","2","2","4","4","4","4","4","3","3","2","3","2","2","2","3","2","1","1","0","1","1","1","0","1","1","3","6","2","2","2","2","1","3","1","4","2","0",4,2,35
"1570","2","1","2","4","7","4","2","4","3","4","4","1","4","4","2","2","4","3","2","4","2","4","4","4","2","4","4","3","3","4","4","3","4","4","1","0","1","1","0","1","0","2","2","3","5","2","2","2","2","1","3","1","5","5","1",4,1,36
"1571","1","5","4","2","6","3","4","3","2","4","3","1","2","3",NA,"3","3","3","3","3","2","4","1","3","3","2","4","3","2","3","2","4","4","3","0","1","0","0","0","0","1","1","1","3","2","2","1","2","1","1","2","0","4","3","1",4,2,36
"1572","2","3","8","5","3","3","1","2","2","3","3","3","4","4","4","3","2","2","2","2","2","2","2","3","4","4","4","4","3","3","3","3","2","2","0","1","0","0","0","1","0","2","1","3","2","2","1","1","1","2","1","0","5","1","0",3,1,38
"1573",NA,NA,"12","1","1","1","1","2","1","3","2","1","2","1","3","1","2","4","2","4","1","3","4","4","3","1","4","1","1","2","3","1","4","3","0","0","1","1","0","1","0","2","1","3","2","2","1","2","2","1","2","0","1","5","1",2,0,38
"1574","2","3","11","4","3","3","2","2","2","4","3","1","1","1","2","2","4","4","1","4","2","4","4","4","1","1","1","2","2","1","1","3","1","1","1","1","1","1","1","1","0","2","1","3","3","2","1","1","1","2","3","0","4","3","0",3,0,38
"1575","2","3","11","5","3","5","4","2","1","1","2","1","1","4","4","4","1","4",NA,"4","1","3","4","4","1","2","1","2","3","2","4","4","2","2","1","1","1","0","1","1","0","2","2","3","2","2","1","1","1","2","2","0","5","1","0",4,2,38
"1576",NA,NA,"11","6","7","6","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","0","0","1","0","0","0","1","2","2","3","2","2","1","1","1","2","3","0","3","1","0",2,0,37
"1577","2","1","1","1",NA,"1","4","2","2","4","3","2","3","4","4","3","2","2","2","4","4","2","4","4","2","1","2","2","1","4","4",NA,NA,NA,"1","1","1","1","1","1","0","2","2","3","5","2","1","1","1","2","4","0","5","3","0",2,0,39
"1578","2","1","11","6","1","1","2","2","3","4","3","1","4","2","3","2","1","1","1","4","4","4","4","4","4","2","3","2","2","2","4","2","2","2","1","1","0","1","1","1","0","2","2","3","3","2","1","1","1","2","4","0","5","1","0",3,1,35
"1579","2","3","5","4","10","4","3","3","3","4","2","2","4","2","4","2","1","2","1","4","4","4","4","4","3","1","2","2","1","3","3","1","2","4","1","1","1","1","1","1","0","2","1","3","3","2","1","1","2","1","3","0","5","1","0",3,1,39
"1580","2","3","1","5","3","5","4","1","3","3","3","2","2","1","2","3","1","4","2","3","3","4","4","4","4","2","2","2","2","3","3","2","4","3","1","1","1","0","0","0","1","2","1","3","3","2","1","2","1","1","3","0","3","5","1",4,2,36
"1581","2","3","11","5","7","5","2","3","3","3","2","2","2","3","3","2","2","2","2","3","2","4","4","3","2","2","2","2","1","3","2","2","2","2","0","1","0","0","1","0","0","2","2","3","6","2","1","1","1","2","3","0","5","1","0",5,3,39
"1582","2","1","9","5","1","3","1","2","1","3","3","1","2","2","2","2","1","4","1","3","2","3","4","4","3","1","2","2","2","2","2","2","1","1","1","1","1","1","1","1","0","1","1","3","6","2","1","1","1","2","4","0","5","5","1",3,1,36
"1583",NA,NA,"9","1","3","1","2","3","2","2","3","1","3","2","3","2","1","2","2","3",NA,NA,"2",NA,NA,"3",NA,"3","3","1","1","3","1","1","1","0","0","1","0","0","0","2","2","3","3","2","1","1","1","2","1","0","2","5","1",2,0,35
"1584","2","1","1","1","7","1","3","3","3","3","2","1","2","2","3","2","1","3","2","3","3","4","4","4","4","3","2","3","2","4","2","3","2","3","1","1","1","1","1","1","0","2","1","3","6","2","1","1","1","2","3","0","5","1","0",4,2,39
"1585","2","1","9","5","3","5","2","2","3","4","3","1","3","3","2","2","2","4","2","3","2","3","4","4","4","2","3","3","2","4","3","2","2","4","1","0","1","1","1","1","0","2","1","3","6","2","1","2","2","1","3","0","4","5","1",3,1,39
"1586",NA,NA,"6","6","3","6","2","1","2","2","2","1","3","4","4","3","1","2","2","4","1","3","1",NA,"3","2","2","3","4","3","4","4","4","4","1","0","0","1","0","0","0","2","2","3","3","2","1","2","2","1","1","0","5","1","0",4,1,38
"1587","2","1","1","1","1","1","3","4","2","3","2","1","4","4","3","2","1","2","1","4","1",NA,"4",NA,"4","1","2","2","1","3","2","1","4","1","1","1","0","0","0","0","1","2","2","3","5","2","2","2","2","1","3","0","5","5","0",2,0,38
"1588","2","1","5","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","0","0","1","0","1","0","0","2","2","3","3","2","1","2","1","1","2","0","3","5","0",2,0,36
"1589",NA,NA,"11","1",NA,"1","4","1","1","1","1","2","1","1","1","4","1","4","4","4","1","1","4","1","1","1","1","1","1",NA,NA,NA,"4",NA,"0","1","0","0","0","0","1","2","2","3","3","2","1","1","1","2","3","0","5","1","0",2,1,35
"1590",NA,NA,"11","1","1","1","2","2","2","3","2","1","3","1","3","2","3","2","2","2","1","3","1","4","4","1","4","1","1","2","3","3","3","3","1","0","0","1","1","1","0","2","2","3","3","2","2","2","2","1","1","0","5","2","0",3,2,37
"1591",NA,NA,"1","1","3","1","3","2","2","2","2","2","1","2","2","2","2","2","2","2","2","4","4","3","2","2","2","2","2","2","2","2","2","2","1","1","1","1","1","0","0","2","2","3","6","2","2","2","2","1","5","0","4","5","1",2,0,35
"1592",NA,NA,"9","4","7","4","1","1","2","1","2","2","3","3","1","1","1","2","1","1","2","1","1","2","1","1","1","3","2","2","2","1","1","1","1","1","0","0","0","0","1","2","1","3","3","2","1","2","2","1","1","0","3","3","1",5,3,37
"1593","2","1","11","4","1","4","2","2","4","4","3","1","4","3","4","2","1","2","1","3","3","4","4","4","4","2","3","3","2","4","2","2","2","2","1","1","1","1","1","1","0","2","1","4","3",NA,"1","1","1","2","3","1","5","2","0",1,NA,36
"1594","2","3","11","4","10","5","2","4","1","4","2","1","4","2","4","3","4","4","2","3","2","2","4","4","4","3","4","2","4","3","2","2","1","2","1","1","1","1","1","1","0","2","1","4","3",NA,"1","2","2","1","3","1","2","4","0",1,NA,38
"1595","2","1","11","5","1","2","3","4","3","4","2","1","4","4","1","2","4","2","2","2","1","4","4","4","4","1","2","2","2","3","2","2","2","4","1","1","1","1","1","1","0","2","2","4","6",NA,"1","1","1","2","3","1","5","2","0",1,NA,36
"1596","2","3",NA,"3","3","3","3","3","3","4","2","1","3","3","2","3","4","4","2","3","3","4","4","4","4","3","3","4","4","3","3",NA,"3","3","1","1","0","1","1","0","0","2","2","4","6",NA,"1","1","1","2","3","1","4","2","0",1,NA,38
"1597","2","3","2","4","1","2","2","3","4","4","2","2","4","4","4","3","4","3","1","4","3","4","1","4","3","2","2","1","1","3","3","2","2","2","1","1","1","1","1","1","0","2","1","4","6",NA,"2","2","2","1","2","1","5","1","0",1,NA,37
"1598",NA,NA,"6","6","3","1","2","3","3","3","2","1","2","3","2","2","1","3","2","4","1","3","4","4",NA,"1","1","2","2","2","2","2","2","2","1","1","0","0","0","0","1","2","2","4","3",NA,"1","1","1","2","3","0","5","2","0",1,NA,38
"1599","2","3","11","5","3","5","2","3","3","3","2","1","2","3","2","4","2","3","2","2","4","4","4","4","3","4","3","1","1","2","3","2","1","2","1","1","1","1","1","1","0","1","2","4","5",NA,"1","1","1","2","3","0","5","1","0",1,NA,38
"1600",NA,NA,"6","6","3","6","4","3","2","4","2","1","4","2","3","2","1","2","1","4","1","4","4","4","1","1","2","1","1","4",NA,"1",NA,NA,"0","1","1","0","0","0","1","2","1","4","3",NA,"1","2","1","1","3","0","5","1","0",1,NA,39
"1601",NA,NA,"6","6","1","6","2","3","1","2","1","2","1","4","2","3","1","3","2","4","1","1","4","3","4","2","2","2","2","3","2","2","2","2","1","1","1","1","1","1","0","2","1","4","3",NA,"1","2","1","1","1","0","4","1","0",1,NA,35
"1602",NA,NA,"11","6","5","1","4","1","2","3","1","2","1","2","4","3","1","4","2","4","1","4","4","4","3","1","1","4","1","2","1","1","1","1","1","1","1","0","0","0","1","2","1","4","2",NA,"1","1","1","2","4","0","5","1","0",1,NA,38
"1603",NA,NA,"6","6",NA,"5","2","4","2","2","1","1","1","1","1","1","1","1","1","2","4","3","4","4","3","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","0","2","1","4","3",NA,"1","1","1","2","3","0","5","1","0",1,NA,35
"1604","2","3","9","3","5","3","2","3","3","3","3","2","2","3","3","4","4","3","3","3","4","2","3","3","4","4","3","3","2","3","3","4","4","4","0","1","0","0","1","0","0","2","2","4","2","1","1","1","1","2","2","1","4","4","1",4,0,35
"1605","2","1","11","5","7","3","3","2","3","4","2","1","3","3","2","3","3","4","2","2","2","4","4","4","1","1","2","1","1","3","2",NA,NA,NA,"1","1","1","0","1","1","0","2","2","4","3","2","1","1","1","2","3","1","5","2","0",3,1,35
"1606","2","1","12","4","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","2","2","2","3","4","4","4","3","3","4","3","0","1","0","1","0","0","0","2","1","4","2","2","1","1","1","2","3","1","5","1","0",4,1,37
"1607","2","1","1","4","3","4","2","3","3","3","3","1","3","4","3","3","2","3","1","3",NA,"4","4","4","4","2","3","3","3","3","3","3","2","2","1","1","1","1","1","1","0","2","1","4","3","2","1","1","1","2","3","1","4","2","0",2,0,37
"1608","2","3","11","4","7","4","2","3","3","4","3","2","4","4","3","3","3","4","2","2","4","4","4","4","4","2","3","4","2","4","1","3","4","2","1","0","0","1","1","1","0","2","2","4","2","2","1","1","1","2","2","1","5","1","0",5,1,38
"1609","2","1","1","4","5","4","3","3","3","4","3","1","4","3","3","2","2","3","1","3","3","4","4","4","3","2","2","2","2","4","2","3","4","2","1","1","1","1","1","1","0","2","2","4","5","2","1","1","1","2","1","1","4","1","0",3,0,35
"1610","2","1","11","5","1","3","3","2","3","3","2","2","3","3","3","2","3","3","2","3","3","3","4","4","3","2","2","3","3","3","3","2","2","2","1","1","0","1","1","0","0","2","2","4","3","2","2","2","2","1","2","1","5","2","0",4,2,37
"1611","2","3","11","3","10","3","2","4","2","4","4","4","4","3","2","1","2","1","1","1","4","4","2","4","4","4","4","1","1","4","4","2","2","2","1","1","1","1","1","1","0","2","2","4","3","2","2","2","2","1","2","1","5","1","0",6,3,35
"1612","2","1","11","5","5","2","3","2","3","4","3","2","3","3","3","2","1","2","2","2","4","4","4","4","3","2","3","2","1","3","2","2","2","2","1","1","0","1","1","1","0","2","2","4","3","2","1","1","1","2","4","1","3","2","0",3,1,39
"1613","2","1","11","5","1","2","2","3","2","3","3","1","4","2","4","1","2","3","2","2","4","4","4","4","4","4","3","3","2","2","2","2","2",NA,"0","1","1","0","1","1","0","1","2","4","2","2","1","1","1","2","3","1","5","2","0",3,1,39
"1614","2","1","5","3","3","3","4","2","2","4","3","1","4","3","1","2","4","4","1","3","4","4","4","4","4","1","2","1","3","3","2","3","4","2","1","1","1","1","1","1","0","2","1","4","2","2","1","1","1","2","3","1","5","3","1",4,2,37
"1615","2","1","11","4","3","4","3","3","3","4","2","1","3","2","3","2","1","2","2","3","3","4","4","4","3","2","3","2","1","2","1","2","2","2","1","1","1","1","1","1","0","2","1","4","6","2","1","1","1","2","3","1","5","1","0",4,2,39
"1616","2","1","11","5","1","5","1","4","2","3","2","1","1","4","1","3","1","4","3","4","2","4","4","4","2","1","1","1","1","3","1","3","1","1","1","1","1","1","1","1","0","2","1","4","5","2","1","1","1","2","3","1","5","1","0",3,1,35
"1617","1","3","4","2","6","4","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","0","0","1","0","0","0","1","2","4","3","2","2","2","2","1","4","1","4","4","1",3,1,35
"1618","2","3","12","3","3","3","4","4","4","4","2","1","4","4","2","1","4","1","1","4","4","4","4","4","4","3","1","4","3","4","4","1","2","1","1","1","0","1","1","1","0","1","2","4","3","2","1","1","1","2","3","1","5","1","0",4,2,37
"1619","2","3",NA,"5","7","5","1","3","3","4","3","1","2","4","1","2","1","3","2","4","4","4","4","4","4","4","2","3","2","4","2","3","2","2","1","1","1","0","1","1","0","2","2","4","5","2","1","1","1","2","1","1","4","1","0",5,3,39
"1620","2","1","10","5","1","5","1","3","1","2","3","1","1","2","1","2","1","4","1","2","3","2","1","4","1","1","1","1","1","3","1","2","1","1","0","1","0","0","1","0","0","1","2","4","6","2","1","1","1","2","3","1","5","1","0",4,2,38
"1621","2","1","9","5","3","5","3","2","3","3","3","2","2","2","4","2","1","4","2","4","2","1","4","4","3","1","3","2","1","3","3","1","4","2","1","1","0","1","1","0","0","2","2","4","6","2","1","1","1","2","4","1","5","2","1",2,0,38
"1622","2","1","11","4","3","4","2","2","2","4","2","2","2","4","2","3","1","2","2","4","4","4","4","4","4","2","3","2","2","3","2","2","2","1","1","1","1","1","1","1","0","2","2","4","5","2","1","1","1","2","3","1","5","2","0",5,3,35
"1623","2","1","11","4","1","4","4","4","3","4","4","2","4","2","4","3","2","4","3","4","2","4","4","3","4","4","4","2","4","4","4","3","3","4","1","0","0","1","1","1","0","2","2","4","2","2","1","1","1","2","1","0","5","2","0",2,0,39
"1624","2","3","11","5","1","5","2","2","2","3","1","2","3","4","3","3","1","4","3","4","2","4","1","4","3","3","1","2","2","2","2","2","2","4","0","1","0","1","1","1","0","2","1","4","3","2","1","1","1","2","2","0","5","1","0",4,1,39
"1625","2","3","11","4","3","4","4","3","4","4","3","2","4","4","3","4","1","4","2","4","3","4","4","4","2","2","2","3","1","4","4","3","2","3","1","1","1","1","1","0","0","2","1","4","3","2","1","1","1","2","2","0","5","2","0",2,0,35
"1626",NA,NA,"3","4","1","5","4","2","2","4","2","1","3","4","4","2","1","3","2","4","1","4","4","4","2","2","2","1","1","3","3",NA,NA,"4","0","1","0","0","1","0","0","1","1","4","2","2","1","1","1","2","3","0","5","1","0",4,2,36
"1627",NA,NA,"6","6","10","5","1","3","3",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,"2",NA,"2","2",NA,"2",NA,NA,NA,"1","1","0","0","0","0","1","2","2","4","2","2","1","1","1","2","2","0","1","4","1",3,1,39
"1628",NA,NA,"6","6","7","6","2","2","3","4","3","2","2","2","1","3","3",NA,"3","3","3","2","4","3","4","3","3","3","2","2","4","2","3","2","1","1","0","1","0","0","0","2","1","4","2","2","1","1","1","2","2","0","5","1","0",3,1,38
"1629","2","1","11","5","3","5","2","3","3","3","2","1","2","3","1","2","1","4","2","3","3","2","4","4","3","1","1","1","1","3","3","2","2","3","1","1","0","0","0","1","0","2","2","4","3","2","1","1","1","2","2","0","5","1","0",8,4,38
"1630","2","3","4","2","7","5","3","3","3","1","1","1","1","1","2","3","4","3","3","4","4","3","1","3","1","1","1","2","1","3","3","2","1","3","1","1","1","1","1","1","0","2","2","4","2","2","2","2","2","1","3","0","5","1","0",3,1,35
"1631",NA,NA,"6","6","1","6","2","1","2","1","2","3","3","2","2","3","2","4","3","4","2","3","4","4","2","1","1","1","1","2","3","2","2","2","0","1","1","0","0","0","1","2","2","4","2","2","2","2","2","1","2","0","5","1","0",3,1,36
"1632","2","1","1","5","1","4","2","3","3","4","1","1","1","4","3","3","1","4","1","4","4","4","4","4","4","1","2","1","1","3","1","2","2","3","1","1","1","1","1","1","0","2","2","4","3","2","1","1","1","2","2","0","5","1","0",2,0,36
"1633","2","3","12","4","5","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","1","1","0","0","1","0","0","2","1","4","2","2","1","1","1","2","1","0","5","2","0",6,4,37
"1634",NA,NA,"6","6","1","6","2","3","1","3","4","1","3","2","2","3",NA,"4","2","4","3","4","1","4","4","2","3","2","1",NA,"1","2","1","1","1","1","0","1","1","1","0","1","2","4","2","2","1","1","1","2","2","0","4","3","0",5,2,37
"1635","2","1","1","3","3","5","3","2","2","4","4","1","4","4","4","3","1","4","1","2","2","4","4","4","4","1","4","1","4","4","3","1","2","1","1","0","1","0","0","1","0","2","2","4","2","2","1","1","1","2","3","0","5","1","0",2,0,39
"1636","2","1","9","5","1","5","3","2","2","4","3","1","4","2","4","2","1","4","2","4","2","4","4","4","3","2","2","2","3","4","4","3","3","2","1","1","1","1","1","1","0","2","1","4","3","2","1","1","1","2","3","0","4","5","1",3,1,38
"1637",NA,NA,"11","1","3","1","4","4","4","4","2","3","3","3","4","3","4","3","2","4","1","4","4","4","4","2","2","2","1","3","3","2","3","3","1","1","1","0","0","1","0","2","2","4","2","2","1","1","1","2","3","0","5","1","0",2,0,36
"1638","2","4","11","5","7","2","2","3","3","4","3","2","3","2","3","3","1","4","1","4","1","2","4","3","1","1","1","1","1","2","1","2","3","1","1","1","1","1","1","0","0","2","2","4","2","2","1","1","1","2","1","0","5","1","0",2,1,37
"1639",NA,NA,NA,"1","7","1","3","3","4","3","2","2","4","2","2","3","2","4","2","4","2","4","4","4","2","2","2","2","2","4","4","3","4","2","1","1","1","1","1","1","0","2","2","4","2","2","2","2","2","1","3","0","5","1","0",4,2,37
"1640","2","1","11","5","1","5","3","3","3","3","3","3","3","3","2","4","2","4","2","3","3","3","4","4","2","3","3","3","3","3","2","3","3","3","1","1","1","1","1","1","0","2","2","4","2","2","1","1","1","2","2","0","4","1","0",2,0,38
"1641","2","1","1","4","7","4","2","2","2","4","2","2","4","4","4","2","4","2","2","2","4","2","4","4","4","4","4","2","4","4","4","2","2","2","1","1","0","0","1","0","0","2","2","4","2","2","1","2","1","1","3","0","5","1","0",3,1,38
"1642","2","1","5","5","3","5","4","4","4","4","4","3",NA,"4","4","4","2","3","4","3","3","4","4","3","3","4","4","3","3","3","4","4","3","2","0","0","1","0","1","1","0","2","1","4","3","2","1","1","1","2","3","0","5","1","0",3,1,39
"1643",NA,NA,"1","1","1","6","1","2","1",NA,"2","2","3","1","1","2","1","3","2","4","1","4","4","4","2","1","2","2","1","4","1","2","2","2","1","1","1","1","1","1","0","2","1","4","6","2","1","1","1","2","2","0","5","3","0",2,0,38
"1644","2","3","5","4","10","5","4","1","1","4","3","1","4","1","3","4","1","4","1","4","4","4","4","4","4","1","2","1","1","4","4","1","3","1","1","1","0","1","1","1","0","2","2","4","2","2","1","1","1","2","3","0","4","1","0",2,0,37
"1645",NA,NA,"11","1","1","1","1","1","2","4","2","1","4","2","2","2","1","3","1","4","1","4","1","4","2","2","2","1","2","2","2","2","2","1","1","1","1","1","1","1","0","2","1","4","2","2","1","1","1","2","4","0","5","1","0",2,0,39
"1646","2","3","11","5","2","5","2","2","3","4","2","1","3","4","3","3","4","4","1","4","1","4","4","4","3","1","2","2","1","3","2","2","2","2","1","1","1","1","1","1","0","2","2","4","2","2","1","2","1","1","2","0","5","1","0",4,2,35
"1647",NA,NA,"11","5","3","5","2","4","4","4","4","1","4","4","1","2","1","4","1","2","4","4","4","4","4","2","4","1","3",NA,"1","2","2","2","1","1","1","0","0","0","1","2","2","4","6","2","1","1","1","2","2","0","5","1","0",2,1,38
"1648","2","1","11","4","1","4","2","3","3","4","1","1","2","1","3","2","1","3","1","3","1","4","4","4","4","2","2","1","2","2","1","3","2","2","0","1","1","0","0","1","0","2","2","4","3","2","1","1","1","2","3","0","5","1","0",3,2,37
"1649","2","3","11","5","1","5","2","4","2","4","2","1",NA,"3","1","3","1","3","1","4","3","4","4","4","4","2","4","3","1","3","3","3","2","4","1","1","1","1","1","1","0","2","1","4","3","2","1","1","1","2","3","0","5","1","0",4,2,37
"1650","2","3","11","6","3","6","3","2","2","3","2","1","2","1","4","3","1","3","2","3","2","4","4","4","2","4","2","1","1","2","1","1","1","2","1","1","1","0","1","1","0","1","1","4","5","2","1","1","1","2","3","0","5","1","0",4,2,38
"1651","2","1",NA,"1","1","1","2","3","3","4","2","1","4","1","3","2","1","4","2","3","3","4","4","4","2","2","1","2","1","1","1","2","2","2","1","0","0","1","1","1","0","2","2","4","3","2","1","1","1","2","4","0","5","1","0",4,2,37
"1652",NA,NA,"6","6","1","6","4","4","4","2","1","1","1","1","1","4",NA,"4","3","4","3","3","4","4","2","1","1","2","1","3","3","1",NA,"2","1","1","1","1","1","1","0","2","2","4","3","2","2","2","2","1","3","0","5","1","0",4,2,36
"1653",NA,NA,"6","6","1","1","3","2","1","1","3","4","2","1","1","4","1","4",NA,"4","1","4","2","4",NA,"1","2","1","1","2",NA,"3",NA,NA,"1","0","0","0","1","0","0","2","2","4","3","2","1","2","2","1","3","0","5","2","0",2,0,38
"1654","2","1","11","5","1","5","2","3","2","3","3","2","3","2","3","2","1","2","2","3","3","4","4","4","2","2","2","2","2","2","1","3","2","2","1","1","1","1","1","1","0","2","2","4","3","2","1","1","1","2","2","0","5","1","0",4,1,39
"1655",NA,NA,"6","6","1","6","1","3","2","4","1","1","2","3","2","3","1","2","2","3","2","4","4","4","2","1","2","1","1","3","1","3","2","2","1","1","1","1","0","1","0","2","2","4","6","2","1","1","1","2","4","0","5","2","0",2,0,36
